StudyId,Title,Authors,PublicationName,AlternateName,Abstract,Url,AuthorAddress,Year,Doi,ReferenceType,Keywords,PdfRelativePath,CustomId,DateTimeStudyAdded,SystematicSearchId,SystematicSearchName,Reconciled,InvestigatorId,InvestigatorName,Random allocation to group (treatment/control),Type of cage/housing,Compliance with animal welfare regulations,DateTimeDataEntered,ExperimentId,ExperimentLabel,CohortId,CohortLabel,NumberOfAnimals,IsDiseaseModelControl,DiseaseModelId(s),DiseaseModelLabel(s),IsTreatmentControl,TreatmentId(s),TreatmentLabel(s),OutcomeId,OutcomeLabel,GreaterIsWorse,TimeInMinute,OutcomeAverage,OutcomeAverageType,OutcomeUnit,OutcomeError,ErrorType
a3a7af08-4a4f-4440-b1d3-a7b20e02c411,A single dose of S-ketamine induces long-term antidepressant effects and decreases oxidative stress in adulthood rats following maternal deprivation," ""G. Z. Reus, A. S. Carlessi, S. E. Titus, H. M. Abelaira, Z. M. Ignacio, J. R. da Luz, B. I. Matias, L. Bruchchen, D. Florentino, A. Vieira, F. Petronilho and J. Quevedo""",,Dev.Neurobiol.,"""Ketamine, an antagonist of N-methyl-d-aspartate receptors, has produced rapid antidepressant effects in patients with depression, as well as in animal models. However, the extent and duration of the antidepressant effect over longer periods of time has not been considered. This study evaluated the effects of single dose of ketamine on behavior and oxidative stress, which is related to depression, in the brains of adult rats subjected to maternal deprivation. Deprived and nondeprived Wistar rats were divided into four groups nondeprived+saline; nondeprived+S-ketamine (15 mg/kg); deprived+saline; deprived+S-ketamine (15 mg/kg). A single dose of ketamine or saline was administrated during the adult phase, and 14 days later depressive-like behavior was assessed. In addition, lipid damage, protein damage, and antioxidant enzyme activities were evaluated in the rat brain. Maternal deprivation induces a depressive-like behavior, as verified by an increase in immobility and anhedonic behavior. However, a single dose of ketamine was able to reverse these alterations, showing long-term antidepressant effects. The brains of maternally deprived rats had an increase in protein oxidative damage and lipid peroxidation, but administration of a single dose of ketamine reversed this damage. The activities of antioxidant enzymes superoxide dismutase and catalase were reduced in the deprived rat brains. However, ketamine was also able to reverse these changes. In conclusion, these findings indicate that a single dose of ketamine is able to induce long-term antidepressant effects and protect against neural damage caused by oxidative stress in adulthood rats following maternal deprivation""",http://www.ncbi.nlm.nih.gov/pubmed/25728399,,2015,,590e32e6-9076-4b4d-a3a3-2577fa2756f5,39607,Reus-2015-A single dose of S-ketamine induces.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,09ab5125-36c9-41c2-9b45-94169c7a41a6,Lucas O'Connor,Not Reported ,Not Reported ,Yes ,31/07/2023 10:11,a0a169d9-5bd0-4184-b662-b7e284f8eaba,FST Immobility,6ea02916-e852-4f4f-be1b-f9afc72636fb,Maternal Deprivation/FST/Sal,24,FALSE,3f9d085d-9ba6-4c94-89e9-cbcdd80695bd,Maternal Deprivation,TRUE,a5a396a1-83ff-4fe1-adab-a2310a6d9231,Saline,cffdca46-5cf3-46ea-a2a5-69b2d0be46cf,FST Immobility,TRUE,336,170.78,mean,seconds,35.52,SD
a3a7af08-4a4f-4440-b1d3-a7b20e02c411,A single dose of S-ketamine induces long-term antidepressant effects and decreases oxidative stress in adulthood rats following maternal deprivation," ""G. Z. Reus, A. S. Carlessi, S. E. Titus, H. M. Abelaira, Z. M. Ignacio, J. R. da Luz, B. I. Matias, L. Bruchchen, D. Florentino, A. Vieira, F. Petronilho and J. Quevedo""",,Dev.Neurobiol.,"""Ketamine, an antagonist of N-methyl-d-aspartate receptors, has produced rapid antidepressant effects in patients with depression, as well as in animal models. However, the extent and duration of the antidepressant effect over longer periods of time has not been considered. This study evaluated the effects of single dose of ketamine on behavior and oxidative stress, which is related to depression, in the brains of adult rats subjected to maternal deprivation. Deprived and nondeprived Wistar rats were divided into four groups nondeprived+saline; nondeprived+S-ketamine (15 mg/kg); deprived+saline; deprived+S-ketamine (15 mg/kg). A single dose of ketamine or saline was administrated during the adult phase, and 14 days later depressive-like behavior was assessed. In addition, lipid damage, protein damage, and antioxidant enzyme activities were evaluated in the rat brain. Maternal deprivation induces a depressive-like behavior, as verified by an increase in immobility and anhedonic behavior. However, a single dose of ketamine was able to reverse these alterations, showing long-term antidepressant effects. The brains of maternally deprived rats had an increase in protein oxidative damage and lipid peroxidation, but administration of a single dose of ketamine reversed this damage. The activities of antioxidant enzymes superoxide dismutase and catalase were reduced in the deprived rat brains. However, ketamine was also able to reverse these changes. In conclusion, these findings indicate that a single dose of ketamine is able to induce long-term antidepressant effects and protect against neural damage caused by oxidative stress in adulthood rats following maternal deprivation""",http://www.ncbi.nlm.nih.gov/pubmed/25728399,,2015,,590e32e6-9076-4b4d-a3a3-2577fa2756f5,39607,Reus-2015-A single dose of S-ketamine induces.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,09ab5125-36c9-41c2-9b45-94169c7a41a6,Lucas O'Connor,Not Reported ,Not Reported ,Yes ,31/07/2023 10:11,a0a169d9-5bd0-4184-b662-b7e284f8eaba,FST Immobility,ad5f0df3-2fd3-4185-8dc8-a984305a9c2b,Maternal Deprivation/FST/S-Ket,24,FALSE,3f9d085d-9ba6-4c94-89e9-cbcdd80695bd,Maternal Deprivation,FALSE,2e85770c-d053-4b69-baaa-6ff72b37137a,S-Ketamine 15,cffdca46-5cf3-46ea-a2a5-69b2d0be46cf,FST Immobility,TRUE,336,3.78,mean,seconds,1.89,SD
a3a7af08-4a4f-4440-b1d3-a7b20e02c411,A single dose of S-ketamine induces long-term antidepressant effects and decreases oxidative stress in adulthood rats following maternal deprivation," ""G. Z. Reus, A. S. Carlessi, S. E. Titus, H. M. Abelaira, Z. M. Ignacio, J. R. da Luz, B. I. Matias, L. Bruchchen, D. Florentino, A. Vieira, F. Petronilho and J. Quevedo""",,Dev.Neurobiol.,"""Ketamine, an antagonist of N-methyl-d-aspartate receptors, has produced rapid antidepressant effects in patients with depression, as well as in animal models. However, the extent and duration of the antidepressant effect over longer periods of time has not been considered. This study evaluated the effects of single dose of ketamine on behavior and oxidative stress, which is related to depression, in the brains of adult rats subjected to maternal deprivation. Deprived and nondeprived Wistar rats were divided into four groups nondeprived+saline; nondeprived+S-ketamine (15 mg/kg); deprived+saline; deprived+S-ketamine (15 mg/kg). A single dose of ketamine or saline was administrated during the adult phase, and 14 days later depressive-like behavior was assessed. In addition, lipid damage, protein damage, and antioxidant enzyme activities were evaluated in the rat brain. Maternal deprivation induces a depressive-like behavior, as verified by an increase in immobility and anhedonic behavior. However, a single dose of ketamine was able to reverse these alterations, showing long-term antidepressant effects. The brains of maternally deprived rats had an increase in protein oxidative damage and lipid peroxidation, but administration of a single dose of ketamine reversed this damage. The activities of antioxidant enzymes superoxide dismutase and catalase were reduced in the deprived rat brains. However, ketamine was also able to reverse these changes. In conclusion, these findings indicate that a single dose of ketamine is able to induce long-term antidepressant effects and protect against neural damage caused by oxidative stress in adulthood rats following maternal deprivation""",http://www.ncbi.nlm.nih.gov/pubmed/25728399,,2015,,590e32e6-9076-4b4d-a3a3-2577fa2756f5,39607,Reus-2015-A single dose of S-ketamine induces.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,cb3e30ba-d1fa-4053-bd64-47cd2b502216,Emily Bennett 2,Yes ,Not Reported ,Yes ,13/04/2023 16:33,0f9bc890-f06a-48fe-a9bd-01176714912d,Model + Drug ,8a567cfe-2594-4b17-b52e-d2b53775890d,Model + Drug ,10,FALSE,319c4b40-54f5-477c-87dd-ebd9338cafb3,Model ,FALSE,9d11d768-3297-4d8f-988e-69f37a8aa938,Treatment ,f0edf66a-ede1-4a9e-979b-b35b8d368e5e,FST Immobility ,TRUE,312,5,mean,Seconds ,4,SD
a3a7af08-4a4f-4440-b1d3-a7b20e02c411,A single dose of S-ketamine induces long-term antidepressant effects and decreases oxidative stress in adulthood rats following maternal deprivation," ""G. Z. Reus, A. S. Carlessi, S. E. Titus, H. M. Abelaira, Z. M. Ignacio, J. R. da Luz, B. I. Matias, L. Bruchchen, D. Florentino, A. Vieira, F. Petronilho and J. Quevedo""",,Dev.Neurobiol.,"""Ketamine, an antagonist of N-methyl-d-aspartate receptors, has produced rapid antidepressant effects in patients with depression, as well as in animal models. However, the extent and duration of the antidepressant effect over longer periods of time has not been considered. This study evaluated the effects of single dose of ketamine on behavior and oxidative stress, which is related to depression, in the brains of adult rats subjected to maternal deprivation. Deprived and nondeprived Wistar rats were divided into four groups nondeprived+saline; nondeprived+S-ketamine (15 mg/kg); deprived+saline; deprived+S-ketamine (15 mg/kg). A single dose of ketamine or saline was administrated during the adult phase, and 14 days later depressive-like behavior was assessed. In addition, lipid damage, protein damage, and antioxidant enzyme activities were evaluated in the rat brain. Maternal deprivation induces a depressive-like behavior, as verified by an increase in immobility and anhedonic behavior. However, a single dose of ketamine was able to reverse these alterations, showing long-term antidepressant effects. The brains of maternally deprived rats had an increase in protein oxidative damage and lipid peroxidation, but administration of a single dose of ketamine reversed this damage. The activities of antioxidant enzymes superoxide dismutase and catalase were reduced in the deprived rat brains. However, ketamine was also able to reverse these changes. In conclusion, these findings indicate that a single dose of ketamine is able to induce long-term antidepressant effects and protect against neural damage caused by oxidative stress in adulthood rats following maternal deprivation""",http://www.ncbi.nlm.nih.gov/pubmed/25728399,,2015,,590e32e6-9076-4b4d-a3a3-2577fa2756f5,39607,Reus-2015-A single dose of S-ketamine induces.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,cb3e30ba-d1fa-4053-bd64-47cd2b502216,Emily Bennett 2,Yes ,Not Reported ,Yes ,13/04/2023 16:33,431849e5-9310-425f-8f95-bd7d8d4207e0,Model + Saline ,27b0feec-3ce4-4dea-9d6e-2e5b0dd1bb4b,Model + Saline ,10,FALSE,319c4b40-54f5-477c-87dd-ebd9338cafb3,Model ,TRUE,d9072085-a6a6-4178-9a19-de8e5330e0e5,Control ,f0edf66a-ede1-4a9e-979b-b35b8d368e5e,FST Immobility ,TRUE,312,175,mean,Seconds ,30,SD
6d3c3f7c-2db1-4b4e-8a08-9edf4ad42562,A single subanesthetic dose of ketamine relieves depression-like behaviors induced by neuropathic pain in rats," ""J. Wang, Y. Goffer, D. Xu, D. S. Tukey, D. B. Shamir, S. E. Eberle, A. H. Zou, T. J. Blanck and E. B. Ziff""",,Anesthesiology,"""BACKGROUND: Chronic pain is associated with depression. In rodents, pain is often assessed by sensory hypersensitivity, which does not sufficiently measure affective responses. Low-dose ketamine has been used to treat both pain and depression, but it is not clear whether ketamine can relieve depression associated with chronic pain and whether this antidepressant effect depends on its antinociceptive properties. METHODS: The authors examined whether the spared nerve injury model of neuropathic pain induces depressive behavior in rats, using sucrose preference test and forced swim test, and tested whether a subanesthetic dose of ketamine treats spared nerve injury-induced depression. RESULTS: Spared nerve injury-treated rats, compared with control rats, showed decreased sucrose preference (0.719 +/- 0.068 (mean +/- SEM) vs. 0.946 +/- 0.010) and enhanced immobility in the forced swim test (107.3 +/- 14.6s vs. 56.2 +/- 12.5s). Further, sham-operated rats demonstrated depressive behaviors in the acute postoperative period (0.790 +/- 0.062 on postoperative day 2). A single subanesthetic dose of ketamine (10 mg/kg) did not alter spared nerve injury-induced hypersensitivity; however, it treated spared nerve injury-associated depression-like behaviors (0.896 +/- 0.020 for ketamine vs. 0.663 +/- 0.080 for control rats 1 day after administration; 0.858 +/- 0.017 for ketamine vs. 0.683 +/- 0.077 for control rats 5 days after administration). CONCLUSIONS: Chronic neuropathic pain leads to depression-like behaviors. The postoperative period also confers vulnerability to depression, possibly due to acute pain. Sucrose preference test and forced swim test may be used to compliment sensory tests for assessment of pain in animal studies. Low-dose ketamine can treat depression-like behaviors induced by chronic neuropathic pain""",http://www.ncbi.nlm.nih.gov/pubmed/21934410,,2011,,c3dfcc46-ce07-4322-98d6-05c1b5ab8f26,36324,Wang-2011-A single subanesthetic dose of ketam.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,09ab5125-36c9-41c2-9b45-94169c7a41a6,Lucas O'Connor,Yes ,Not Reported ,Yes ,31/07/2023 10:13,d101758c-cb1e-4b16-99c5-785ba4b0db04,FST Immobility,dbdcdc36-07ef-46db-a8ed-8bc59fc41f98,SNI/FST Immobility/Sal,11,TRUE,ecad3499-cf9a-4560-abbe-b2a3718dcc26,Control,TRUE,06699bac-9cc1-49be-8f39-e65938fba7d0,Saline,ab4fa885-7082-4320-b900-d2103a248d89,FST Immobility,TRUE,24,106.42,mean,seconds,15.52,SD
6d3c3f7c-2db1-4b4e-8a08-9edf4ad42562,A single subanesthetic dose of ketamine relieves depression-like behaviors induced by neuropathic pain in rats," ""J. Wang, Y. Goffer, D. Xu, D. S. Tukey, D. B. Shamir, S. E. Eberle, A. H. Zou, T. J. Blanck and E. B. Ziff""",,Anesthesiology,"""BACKGROUND: Chronic pain is associated with depression. In rodents, pain is often assessed by sensory hypersensitivity, which does not sufficiently measure affective responses. Low-dose ketamine has been used to treat both pain and depression, but it is not clear whether ketamine can relieve depression associated with chronic pain and whether this antidepressant effect depends on its antinociceptive properties. METHODS: The authors examined whether the spared nerve injury model of neuropathic pain induces depressive behavior in rats, using sucrose preference test and forced swim test, and tested whether a subanesthetic dose of ketamine treats spared nerve injury-induced depression. RESULTS: Spared nerve injury-treated rats, compared with control rats, showed decreased sucrose preference (0.719 +/- 0.068 (mean +/- SEM) vs. 0.946 +/- 0.010) and enhanced immobility in the forced swim test (107.3 +/- 14.6s vs. 56.2 +/- 12.5s). Further, sham-operated rats demonstrated depressive behaviors in the acute postoperative period (0.790 +/- 0.062 on postoperative day 2). A single subanesthetic dose of ketamine (10 mg/kg) did not alter spared nerve injury-induced hypersensitivity; however, it treated spared nerve injury-associated depression-like behaviors (0.896 +/- 0.020 for ketamine vs. 0.663 +/- 0.080 for control rats 1 day after administration; 0.858 +/- 0.017 for ketamine vs. 0.683 +/- 0.077 for control rats 5 days after administration). CONCLUSIONS: Chronic neuropathic pain leads to depression-like behaviors. The postoperative period also confers vulnerability to depression, possibly due to acute pain. Sucrose preference test and forced swim test may be used to compliment sensory tests for assessment of pain in animal studies. Low-dose ketamine can treat depression-like behaviors induced by chronic neuropathic pain""",http://www.ncbi.nlm.nih.gov/pubmed/21934410,,2011,,c3dfcc46-ce07-4322-98d6-05c1b5ab8f26,36324,Wang-2011-A single subanesthetic dose of ketam.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,09ab5125-36c9-41c2-9b45-94169c7a41a6,Lucas O'Connor,Yes ,Not Reported ,Yes ,31/07/2023 10:13,d101758c-cb1e-4b16-99c5-785ba4b0db04,FST Immobility,8ccd68fe-4219-44ea-9e7b-12e53edb779b,SNI/FST Immobility/Ket,11,FALSE,de5ea400-a1a1-44ad-bd01-48e2733da67e,SNI,FALSE,d286c160-c415-4e52-bd33-0883b28fdbcb,Ketamine 10,ab4fa885-7082-4320-b900-d2103a248d89,FST Immobility,TRUE,24,63.64,mean,seconds,11.23,SD
0ad986dc-3705-4d16-9022-08ef43732ff7,Acute administration of ketamine in rats increases hippocampal BDNF and mTOR levels during forced swimming test," ""C. Yang, Y. M. Hu, Z. Q. Zhou, G. F. Zhang and J. J. Yang""",,Ups.J.Med.Sci.,"""INTRODUCTION: Previous studies have shown that a single sub-anesthetic dose of ketamine exerts fast-acting antidepressant effects in patients and in animal models of depression. However, the underlying mechanisms are not totally understood. This study aims to investigate the effects of acute administration of different doses of ketamine on the immobility time of rats in the forced swimming test (FST) and to determine levels of hippocampal brain-derived neurotrophic factor (BDNF) and mammalian target of rapamycin (mTOR). METHODS: Forty male Wistar rats weighing 180-220 g were randomly divided into four groups (n = 10 each): group saline and groups ketamine 5, 10, and 15 mg/kg. On the first day, all animals were forced to swim for 15 min. On the second day ketamine (5, 10, and 15 mg/kg, respectively) was given intraperitoneally, at 30 min before the second episode of the forced swimming test. Immobility times of the rats during the forced swimming test were recorded. The animals were then decapitated. The hippocampus was harvested for determination of BDNF and mTOR levels. RESULTS: Compared with group saline, administration of ketamine at a dose of 5, 10, and 15 mg/kg decreased the duration of immobility (P < 0.05 for all doses). Ketamine at doses of both 10 and 15 mg/kg showed a significant increase in the expression of hippocampal BDNF (P < 0.05 for both doses). Ketamine given at doses of 5, 10, and 15 mg/kg showed significant increases in relative levels of hippocampal p-mTOR (P < 0.05 for all doses) CONCLUSION: The antidepressant effect of ketamine might be related to the increased expression of BDNF and mTOR in the hippocampus of rats""",http://www.ncbi.nlm.nih.gov/pubmed/22970723,,2013,,cd0d6d80-55b7-4645-9c7a-e5c9f4b2484e,12099,Yang-2013-Acute administration of ketamine in.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,cb3e30ba-d1fa-4053-bd64-47cd2b502216,Emily Bennett 2,Yes ,Not Reported ,Yes ,13/04/2023 16:22,83e4063c-03cf-49f6-b433-d24198a4baea,Model + Drug 10 ,de73599c-1f8b-4866-930c-cf01de710962,Model + Drug 10,10,FALSE,09014651-caa8-420f-b891-5c00548e4fa3,Model ,FALSE,0d6ba523-89fa-4aaa-bfec-0800c9740d45,Treatment 10,006965e3-da36-459d-96a5-3992673cb686,FST Immobility ,TRUE,0.5,110,mean,Seconds ,7,SD
0ad986dc-3705-4d16-9022-08ef43732ff7,Acute administration of ketamine in rats increases hippocampal BDNF and mTOR levels during forced swimming test," ""C. Yang, Y. M. Hu, Z. Q. Zhou, G. F. Zhang and J. J. Yang""",,Ups.J.Med.Sci.,"""INTRODUCTION: Previous studies have shown that a single sub-anesthetic dose of ketamine exerts fast-acting antidepressant effects in patients and in animal models of depression. However, the underlying mechanisms are not totally understood. This study aims to investigate the effects of acute administration of different doses of ketamine on the immobility time of rats in the forced swimming test (FST) and to determine levels of hippocampal brain-derived neurotrophic factor (BDNF) and mammalian target of rapamycin (mTOR). METHODS: Forty male Wistar rats weighing 180-220 g were randomly divided into four groups (n = 10 each): group saline and groups ketamine 5, 10, and 15 mg/kg. On the first day, all animals were forced to swim for 15 min. On the second day ketamine (5, 10, and 15 mg/kg, respectively) was given intraperitoneally, at 30 min before the second episode of the forced swimming test. Immobility times of the rats during the forced swimming test were recorded. The animals were then decapitated. The hippocampus was harvested for determination of BDNF and mTOR levels. RESULTS: Compared with group saline, administration of ketamine at a dose of 5, 10, and 15 mg/kg decreased the duration of immobility (P < 0.05 for all doses). Ketamine at doses of both 10 and 15 mg/kg showed a significant increase in the expression of hippocampal BDNF (P < 0.05 for both doses). Ketamine given at doses of 5, 10, and 15 mg/kg showed significant increases in relative levels of hippocampal p-mTOR (P < 0.05 for all doses) CONCLUSION: The antidepressant effect of ketamine might be related to the increased expression of BDNF and mTOR in the hippocampus of rats""",http://www.ncbi.nlm.nih.gov/pubmed/22970723,,2013,,cd0d6d80-55b7-4645-9c7a-e5c9f4b2484e,12099,Yang-2013-Acute administration of ketamine in.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,cb3e30ba-d1fa-4053-bd64-47cd2b502216,Emily Bennett 2,Yes ,Not Reported ,Yes ,13/04/2023 16:22,2f341983-a773-4c82-97c5-fd34a1c03a41,Model + Drug 15,51d4d01d-6031-478b-8672-d4810133ca31,Model + Drug 15,10,FALSE,09014651-caa8-420f-b891-5c00548e4fa3,Model ,FALSE,19082146-deae-4b4b-a2ae-5073116ad3b2,Treatment 15,006965e3-da36-459d-96a5-3992673cb686,FST Immobility ,TRUE,0.5,90,mean,Seconds ,8,SD
0ad986dc-3705-4d16-9022-08ef43732ff7,Acute administration of ketamine in rats increases hippocampal BDNF and mTOR levels during forced swimming test," ""C. Yang, Y. M. Hu, Z. Q. Zhou, G. F. Zhang and J. J. Yang""",,Ups.J.Med.Sci.,"""INTRODUCTION: Previous studies have shown that a single sub-anesthetic dose of ketamine exerts fast-acting antidepressant effects in patients and in animal models of depression. However, the underlying mechanisms are not totally understood. This study aims to investigate the effects of acute administration of different doses of ketamine on the immobility time of rats in the forced swimming test (FST) and to determine levels of hippocampal brain-derived neurotrophic factor (BDNF) and mammalian target of rapamycin (mTOR). METHODS: Forty male Wistar rats weighing 180-220 g were randomly divided into four groups (n = 10 each): group saline and groups ketamine 5, 10, and 15 mg/kg. On the first day, all animals were forced to swim for 15 min. On the second day ketamine (5, 10, and 15 mg/kg, respectively) was given intraperitoneally, at 30 min before the second episode of the forced swimming test. Immobility times of the rats during the forced swimming test were recorded. The animals were then decapitated. The hippocampus was harvested for determination of BDNF and mTOR levels. RESULTS: Compared with group saline, administration of ketamine at a dose of 5, 10, and 15 mg/kg decreased the duration of immobility (P < 0.05 for all doses). Ketamine at doses of both 10 and 15 mg/kg showed a significant increase in the expression of hippocampal BDNF (P < 0.05 for both doses). Ketamine given at doses of 5, 10, and 15 mg/kg showed significant increases in relative levels of hippocampal p-mTOR (P < 0.05 for all doses) CONCLUSION: The antidepressant effect of ketamine might be related to the increased expression of BDNF and mTOR in the hippocampus of rats""",http://www.ncbi.nlm.nih.gov/pubmed/22970723,,2013,,cd0d6d80-55b7-4645-9c7a-e5c9f4b2484e,12099,Yang-2013-Acute administration of ketamine in.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,cb3e30ba-d1fa-4053-bd64-47cd2b502216,Emily Bennett 2,Yes ,Not Reported ,Yes ,13/04/2023 16:22,f86fc21f-6104-47e2-89ea-1f3e382f4de1,Model + Drug 5,a67a56a9-32fb-4533-b506-442142010634,Model + Drug 5,10,FALSE,09014651-caa8-420f-b891-5c00548e4fa3,Model ,FALSE,8caae8d7-1836-4226-a1f2-d81e365f9266,Treatment 5,006965e3-da36-459d-96a5-3992673cb686,FST Immobility ,TRUE,0.5,140,mean,Seconds ,10,SD
0ad986dc-3705-4d16-9022-08ef43732ff7,Acute administration of ketamine in rats increases hippocampal BDNF and mTOR levels during forced swimming test," ""C. Yang, Y. M. Hu, Z. Q. Zhou, G. F. Zhang and J. J. Yang""",,Ups.J.Med.Sci.,"""INTRODUCTION: Previous studies have shown that a single sub-anesthetic dose of ketamine exerts fast-acting antidepressant effects in patients and in animal models of depression. However, the underlying mechanisms are not totally understood. This study aims to investigate the effects of acute administration of different doses of ketamine on the immobility time of rats in the forced swimming test (FST) and to determine levels of hippocampal brain-derived neurotrophic factor (BDNF) and mammalian target of rapamycin (mTOR). METHODS: Forty male Wistar rats weighing 180-220 g were randomly divided into four groups (n = 10 each): group saline and groups ketamine 5, 10, and 15 mg/kg. On the first day, all animals were forced to swim for 15 min. On the second day ketamine (5, 10, and 15 mg/kg, respectively) was given intraperitoneally, at 30 min before the second episode of the forced swimming test. Immobility times of the rats during the forced swimming test were recorded. The animals were then decapitated. The hippocampus was harvested for determination of BDNF and mTOR levels. RESULTS: Compared with group saline, administration of ketamine at a dose of 5, 10, and 15 mg/kg decreased the duration of immobility (P < 0.05 for all doses). Ketamine at doses of both 10 and 15 mg/kg showed a significant increase in the expression of hippocampal BDNF (P < 0.05 for both doses). Ketamine given at doses of 5, 10, and 15 mg/kg showed significant increases in relative levels of hippocampal p-mTOR (P < 0.05 for all doses) CONCLUSION: The antidepressant effect of ketamine might be related to the increased expression of BDNF and mTOR in the hippocampus of rats""",http://www.ncbi.nlm.nih.gov/pubmed/22970723,,2013,,cd0d6d80-55b7-4645-9c7a-e5c9f4b2484e,12099,Yang-2013-Acute administration of ketamine in.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,cb3e30ba-d1fa-4053-bd64-47cd2b502216,Emily Bennett 2,Yes ,Not Reported ,Yes ,13/04/2023 16:22,e9581b4d-3aa1-48bb-9b48-2b2a63a18df3,Model + Saline ,f7014bd5-e849-4d6c-9688-f20ad02e11e3,Model + Saline,10,FALSE,09014651-caa8-420f-b891-5c00548e4fa3,Model ,TRUE,7b9c5661-a216-4d46-937f-ece7805567fd,Control ,006965e3-da36-459d-96a5-3992673cb686,FST Immobility ,TRUE,0.5,175,mean,Seconds ,23,SD
06d349bb-8d82-4ce0-86fb-a500c04f7151,Acute administration of ketamine induces antidepressant-like effects in the forced swimming test and increases BDNF levels in the rat hippocampus," ""L. S. Garcia, C. M. Comim, S. S. Valvassori, G. Z. Reus, L. M. Barbosa, A. C. Andreazza, L. Stertz, G. R. Fries, E. C. Gavioli, F. Kapczinski and J. Quevedo""",,Prog.Neuropsychopharmacol.Biol.Psychiatry,"""Ketamine is a non-competitive antagonist to the phencyclidine site of N-methyl-d-aspartate (NMDA) receptor. Clinical findings point to a rapid onset of action for ketamine on the treatment of major depression. Considering that classic antidepressants may take long-lasting time to exhibit their main therapeutic effects, the present study aims to compare the behavioral effects and the BDNF hippocampus levels of acute administration of ketamine and imipramine in rats. To this aim, rats were acutely treated with ketamine (5, 10 and 15 mg/kg) and imipramine (10, 20 and 30 mg/kg) and animal behavioral was assessed in the forced swimming and open-field tests. Afterwards, BDNF protein hippocampal levels were assessed in imipramine- and ketamine-treated rats by ELISA-sandwich assay. We observed that ketamine at the doses of 10 and 15 mg/kg, and imipramine at 20 and 30 mg/kg reduced immobility time compared to saline group, without affecting locomotor activity. Interesting enough, acute administration of ketamine at the higher dose, but not imipramine, increased BDNF protein levels in the rat hippocampus. In conclusion, our findings suggest that the increase of hippocampal BDNF protein levels induced by ketamine might be necessary to produce a rapid onset of antidepressant action""",http://www.ncbi.nlm.nih.gov/pubmed/17884272,,2008,,d353db1b-60af-44c1-bf6e-288eb9796778,23048,Garcia LS - Prog Neuropsychopharmacol Biol Psy.pdf,,23/02/2023 11:28,51cf0ef9-5dd5-48fc-bb08-c1c0447cae8f,2,FALSE,09ab5125-36c9-41c2-9b45-94169c7a41a6,Lucas O'Connor,Not Reported ,Not Reported ,Yes ,24/07/2023 13:18,7bde98fa-2f0d-42b7-a46e-19df7990e77b,FST Immobility,e3acd5ed-d527-49d0-aec8-89152741d1d7,FST/Sal,15,FALSE,32436abe-6719-46f4-a09f-81d7d5fc44e0,FST,TRUE,00703f80-fc48-4d16-a41b-cdbb87e44a17,Saline,db52ee39-3cfc-4a35-80f7-ce3e301fa57e,FST Immobility,TRUE,1,74.55,mean,seconds,8.5,SD
